生徒数,訪問数,説明会,電話,A資料,B資料,C資料,販促品,エリア,販売数
6,3,0,1,2,2,3,2,南,4
16,8,0,1,3,3,3,1,南,8
0,6,0,1,9,9,9,1,南,0
1,9,0,1,1,1,9,0,南,0
4,7,0,1,9,9,9,1,南,7
5,13,0,1,1,1,1,2,南,2
19,16,0,1,1,1,9,1,南,8
9,17,0,1,1,1,9,1,南,5
22,14,0,1,2,2,2,1,南,6
2,9,0,1,3,3,3,1,南,0
2,3,0,1,9,9,9,0,南,0
13,12,0,1,1,1,1,1,北,8
7,14,0,1,1,1,1,1,北,7
15,4,0,1,3,3,9,0,北,5
5,10,0,1,2,2,2,2,北,8
9,8,0,1,1,1,3,1,北,1
0,12,0,1,9,9,9,2,北,0
7,7,0,1,1,1,1,2,北,10
0,5,0,1,3,2,3,1,北,0
23,10,0,1,2,2,2,0,北,5
4,15,0,1,2,2,2,1,北,4
4,3,0,1,3,3,3,1,北,0
1,4,0,1,2,3,3,1,北,0
6,7,0,1,1,1,3,3,北,3
7,12,0,1,1,1,3,3,北,10
13,16,0,1,1,1,1,2,北,26
5,11,0,1,1,1,1,1,北,1
4,7,0,1,2,2,2,1,北,4
3,4,0,1,3,3,3,0,北,4
1,9,0,1,3,3,3,0,北,0
13,11,0,1,1,1,3,1,北,7
0,9,0,1,3,3,3,0,北,42
10,11,0,1,3,3,2,0,北,10
12,9,0,1,3,3,2,0,北,10
10,7,0,1,3,3,2,0,北,19
18,2,0,1,1,1,9,1,北,2
7,12,0,1,1,1,1,1,北,0
28,10,0,1,2,2,9,1,北,4
4,7,0,1,9,9,1,2,北,9
2,11,0,1,2,3,3,1,北,1
14,6,0,1,2,2,9,1,北,0
8,14,0,1,1,1,1,2,北,13
4,12,0,1,1,1,1,3,北,9
30,9,0,1,1,1,3,2,北,10
29,5,0,1,3,2,2,2,北,1
3,10,0,1,1,1,3,1,北,4
4,9,0,1,9,9,9,1,北,0
5,10,0,1,9,9,9,1,北,0
5,13,0,1,2,2,2,1,北,0
13,9,0,1,1,1,3,2,北,1
7,4,0,1,1,1,3,1,北,3
11,5,0,1,1,1,3,1,北,3
9,6,0,1,2,2,2,2,北,0
12,10,0,1,3,2,2,0,北,2
44,14,9,0,1,1,1,3,南,9
5,8,8,0,3,3,3,1,西,1
7,20,8,0,1,1,1,1,南,10
12,18,8,0,1,1,1,1,南,6
15,25,8,0,1,1,1,1,南,6
5,12,8,0,1,1,9,0,北,4
13,15,7,0,1,1,1,3,東,8
19,13,7,0,1,1,1,2,西,3
6,11,7,0,1,1,1,2,南,0
30,13,7,0,1,1,1,2,南,7
9,12,7,0,1,1,1,2,南,3
4,20,7,0,1,1,3,2,南,1
13,19,7,0,1,1,3,2,南,1
9,20,6,0,2,2,2,1,東,8
1,15,6,0,1,1,1,3,西,0
5,8,6,0,3,3,3,1,西,0
7,15,6,0,1,1,1,1,南,5
16,15,6,0,1,3,2,3,南,14
4,13,6,0,1,1,3,1,南,14
6,11,6,0,1,1,3,1,南,11
18,15,6,0,1,1,1,0,北,5
9,12,6,0,1,1,1,2,北,4
5,11,6,0,1,1,1,2,北,7
9,14,6,0,1,1,1,2,北,12
6,9,5,0,1,1,2,2,東,15
8,14,5,0,2,2,1,2,東,17
14,20,5,0,2,2,2,2,東,5
14,12,5,0,2,1,2,2,東,12
4,16,5,0,3,3,3,1,東,7
12,14,5,0,1,1,1,3,東,0
30,9,5,0,1,1,1,3,東,9
29,16,5,0,1,1,1,3,東,9
13,13,5,0,1,1,1,3,西,11
2,16,5,0,2,2,2,3,西,0
6,6,5,0,3,3,3,1,西,8
45,12,5,0,1,2,2,2,西,16
60,6,5,0,2,2,2,2,西,1
0,12,5,0,1,1,1,2,西,7
13,10,5,0,1,1,1,3,南,9
17,15,5,0,1,1,1,3,南,6
15,9,5,0,1,1,2,2,南,0
8,15,5,0,1,1,2,2,南,14
4,11,5,0,1,1,3,1,南,7
3,9,5,0,1,1,1,3,南,5
6,12,5,0,1,1,3,2,南,0
5,15,5,0,1,1,3,2,南,1
8,15,5,0,1,1,3,2,南,1
29,24,5,0,1,1,1,2,北,25
15,28,5,0,1,1,1,1,北,15
7,29,5,0,1,1,1,1,北,14
29,21,4,0,2,2,2,1,東,12
30,10,4,0,1,1,1,0,東,3
7,19,4,0,2,2,2,2,東,5
9,18,4,0,2,2,2,2,東,2
5,13,4,0,2,2,2,2,東,14
13,19,4,0,1,1,1,0,東,15
6,16,4,0,9,9,9,0,東,0
2,20,4,0,1,1,1,3,東,3
4,5,4,0,2,2,2,3,東,1
3,19,4,0,2,2,2,1,東,4
15,14,4,0,1,1,2,3,東,4
15,22,4,0,1,1,2,2,東,5
2,11,4,0,1,1,2,2,東,2
14,18,4,0,1,2,2,2,東,8
13,20,4,0,1,2,2,2,東,3
6,10,4,0,1,1,1,3,東,2
5,8,4,0,1,1,1,1,東,6
12,15,4,0,2,1,2,1,東,2
15,8,4,0,1,1,1,1,東,6
28,13,4,0,1,2,2,2,東,6
8,13,4,0,1,1,1,3,東,4
12,16,4,0,2,2,2,1,東,8
7,21,4,0,1,1,1,3,東,3
13,23,4,0,2,2,2,1,東,16
14,12,4,0,9,2,9,1,東,1
15,15,4,0,1,1,2,3,東,15
13,14,4,0,1,1,2,3,東,13
28,20,4,0,1,1,1,2,東,7
15,13,4,0,1,1,1,3,西,10
14,14,4,0,2,2,2,2,西,13
9,15,4,0,1,1,2,2,西,7
13,14,4,0,1,1,1,2,西,13
1,8,4,0,1,1,1,1,西,0
30,9,4,0,1,1,1,2,西,7
6,7,4,0,3,3,3,1,西,4
6,17,4,0,2,2,2,1,西,0
18,12,4,0,1,1,1,2,西,25
4,9,4,0,2,2,2,3,西,13
13,22,4,0,1,1,9,1,西,13
14,21,4,0,1,1,2,2,西,13
6,17,4,0,3,3,1,1,西,6
7,18,4,0,2,1,2,1,西,12
5,16,4,0,3,3,3,1,西,14
5,14,4,0,2,2,2,2,西,4
4,16,4,0,1,1,1,2,西,0
12,13,4,0,1,1,1,2,西,1
0,9,4,0,1,1,1,1,西,2
0,8,4,0,3,3,3,1,西,0
43,7,4,0,2,2,2,3,西,0
30,17,4,0,1,1,2,2,南,22
14,7,4,0,1,1,1,1,南,4
2,22,4,0,1,1,9,1,南,9
4,11,4,0,1,1,1,1,南,0
10,11,4,0,1,3,2,3,南,4
6,11,4,0,2,3,3,3,南,12
0,9,4,0,1,2,1,3,南,1
18,19,4,0,3,3,3,0,南,14
6,13,4,0,9,9,9,0,南,3
14,14,4,0,1,1,1,3,南,4
1,14,4,0,1,1,1,1,南,0
2,13,4,0,2,2,2,3,南,3
4,6,4,0,1,1,2,2,南,3
8,15,4,0,2,2,9,2,南,1
14,7,4,0,1,1,1,2,南,10
15,11,4,0,3,3,3,2,南,3
14,12,4,0,1,3,1,2,南,7
16,14,4,0,1,1,1,3,南,3
8,10,4,0,1,3,3,1,南,3
5,10,4,0,1,1,3,1,南,0
14,17,4,0,1,1,1,2,南,15
12,12,4,0,1,3,3,3,南,14
14,15,4,0,1,1,9,2,南,7
30,19,4,0,2,2,1,3,南,15
1,13,4,0,9,9,9,1,南,0
15,25,4,0,1,1,3,3,南,12
1,11,4,0,1,1,3,2,南,0
12,17,4,0,1,1,1,3,南,12
14,14,4,0,1,1,9,3,南,7
13,14,4,0,1,1,2,3,北,12
6,12,4,0,1,1,2,3,北,5
0,15,4,0,1,1,1,0,北,10
11,15,4,0,1,1,1,0,北,13
12,13,4,0,2,2,2,2,北,9
15,13,4,0,1,1,2,3,北,2
6,9,4,0,1,1,1,1,北,3
28,8,4,0,2,3,2,1,北,8
28,20,3,0,2,2,2,1,東,10
18,17,3,0,1,1,2,3,東,21
6,9,3,0,1,1,1,1,東,7
6,7,3,0,1,1,1,1,東,5
3,10,3,0,1,1,1,2,東,6
1,8,3,0,9,9,9,0,東,0
14,7,3,0,1,1,1,2,東,17
28,7,3,0,1,1,1,2,東,1
5,15,3,0,2,2,2,3,東,1
2,6,3,0,2,2,2,2,東,9
15,20,3,0,2,2,9,2,東,3
15,16,3,0,2,2,2,2,東,0
13,15,3,0,2,2,9,2,東,12
6,12,3,0,9,2,2,2,東,0
5,30,3,0,1,1,3,1,東,0
8,17,3,0,2,2,2,2,東,0
9,8,3,0,1,1,1,1,東,12
2,18,3,0,2,2,2,2,東,2
15,12,3,0,1,2,2,1,東,5
5,17,3,0,9,9,9,0,東,3
14,21,3,0,1,1,1,3,東,7
14,19,3,0,1,1,1,3,東,7
9,28,3,0,1,1,1,3,東,6
3,14,3,0,1,1,2,2,東,0
4,13,3,0,1,1,2,1,東,11
31,22,3,0,1,1,1,3,東,15
8,16,3,0,1,1,2,3,東,0
3,9,3,0,1,1,2,2,東,0
3,17,3,0,1,1,1,2,東,3
15,19,3,0,2,2,9,2,東,0
15,20,3,0,1,2,2,2,東,0
30,23,3,0,1,2,2,2,東,8
5,8,3,0,1,1,2,3,東,1
8,7,3,0,1,1,3,2,東,1
8,19,3,0,1,1,1,3,東,12
8,11,3,0,1,1,1,3,東,0
3,13,3,0,1,1,1,3,東,1
2,10,3,0,1,9,9,3,東,0
4,8,3,0,1,1,2,2,東,5
4,11,3,0,1,1,2,2,東,4
4,5,3,0,2,1,2,1,東,0
0,4,3,0,1,1,1,3,東,0
0,8,3,0,1,1,1,2,東,0
30,13,3,0,1,1,1,1,東,11
15,14,3,0,1,1,1,3,東,11
6,7,3,0,1,1,1,3,東,6
14,3,3,0,1,2,2,2,東,4
30,8,3,0,3,3,3,3,東,1
15,18,3,0,2,2,2,2,東,6
15,11,3,0,1,1,1,1,東,0
15,9,3,0,1,1,1,3,東,1
7,5,3,0,1,1,1,2,東,2
28,18,3,0,1,1,1,3,東,8
15,14,3,0,9,9,2,2,東,3
58,20,3,0,2,2,2,1,東,11
34,15,3,0,3,3,3,3,東,26
14,16,3,0,1,1,1,3,東,13
5,10,3,0,1,1,1,2,東,7
7,10,3,0,1,1,1,2,東,2
7,10,3,0,1,1,3,2,東,1
15,13,3,0,1,2,1,2,東,2
15,10,3,0,1,1,2,2,東,6
13,18,3,0,1,1,1,2,東,1
43,10,3,0,2,2,2,3,東,7
7,7,3,0,2,2,2,2,東,1
29,8,3,0,1,1,1,2,東,5
59,21,3,0,2,2,2,3,東,22
13,18,3,0,2,2,2,3,東,29
5,13,3,0,2,2,2,0,東,9
1,3,3,0,2,2,2,2,東,0
9,11,3,0,1,1,9,1,東,1
2,10,3,0,1,1,2,1,西,0
24,8,3,0,3,3,3,1,西,1
10,10,3,0,1,1,2,2,西,16
4,11,3,0,1,1,1,2,西,9
15,9,3,0,2,2,2,1,西,6
12,14,3,0,1,1,2,2,西,1
4,15,3,0,1,1,2,2,西,0
4,15,3,0,2,2,2,1,西,2
8,8,3,0,3,3,3,1,西,7
28,10,3,0,2,2,2,1,西,11
24,11,3,0,2,2,2,1,西,4
1,6,3,0,1,1,1,1,西,0
5,20,3,0,1,1,1,1,西,8
4,20,3,0,1,1,1,1,西,4
0,7,3,0,9,9,9,0,西,1
2,9,3,0,2,9,2,1,西,2
28,7,3,0,1,1,2,2,西,14
1,19,3,0,1,1,2,2,西,0
10,11,3,0,1,1,1,3,西,5
15,15,3,0,1,1,1,3,西,20
6,21,3,0,3,3,3,3,西,15
90,11,3,0,2,2,2,3,西,8
29,8,3,0,2,2,2,3,西,5
14,16,3,0,1,1,2,1,西,0
9,13,3,0,1,1,1,1,西,13
8,17,3,0,1,1,3,2,西,4
3,22,3,0,1,1,3,1,西,0
28,14,3,0,1,1,1,1,西,6
4,13,3,0,2,2,2,1,西,6
45,8,3,0,2,2,2,2,西,4
58,11,3,0,1,1,1,2,西,13
5,4,3,0,1,1,9,1,西,1
20,19,3,0,2,2,2,2,西,21
9,17,3,0,1,1,1,1,西,4
14,15,3,0,1,1,1,1,西,8
0,11,3,0,2,2,2,1,西,0
8,15,3,0,2,3,3,1,西,0
3,9,3,0,2,9,9,1,西,6
15,4,3,0,1,1,1,3,西,6
13,9,3,0,2,2,2,2,西,15
6,8,3,0,1,2,1,3,西,1
15,7,3,0,1,1,3,1,南,1
7,13,3,0,1,2,2,3,南,10
1,14,3,0,2,2,2,2,南,4
0,7,3,0,9,9,9,0,南,3
2,10,3,0,2,2,2,1,南,0
17,12,3,0,1,1,1,2,南,5
5,15,3,0,3,1,3,3,南,5
14,16,3,0,3,1,1,3,南,3
8,12,3,0,2,2,2,2,南,2
6,15,3,0,2,3,1,2,南,0
6,11,3,0,2,3,1,2,南,5
5,21,3,0,9,9,9,2,南,19
17,17,3,0,1,3,1,1,南,18
10,13,3,0,1,1,9,2,南,0
5,6,3,0,1,1,1,2,南,14
10,11,3,0,1,1,9,0,南,1
5,4,3,0,1,1,1,2,南,6
6,10,3,0,9,1,1,3,南,0
6,9,3,0,9,1,9,3,南,4
5,8,3,0,9,1,9,3,南,1
10,10,3,0,3,1,3,3,南,4
4,12,3,0,9,1,9,2,南,0
7,8,3,0,9,1,9,1,南,0
4,5,3,0,9,1,9,2,南,0
5,10,3,0,3,1,3,3,南,12
6,8,3,0,9,1,9,2,南,0
7,12,3,0,1,1,3,3,南,1
1,13,3,0,2,3,2,3,南,2
3,15,3,0,2,3,2,3,南,0
6,8,3,0,1,1,1,2,南,6
15,10,3,0,2,2,2,1,南,1
9,12,3,0,2,3,3,3,南,4
6,9,3,0,2,3,3,3,南,5
13,10,3,0,1,2,1,3,南,0
29,9,3,0,1,1,1,2,南,18
12,5,3,0,1,1,1,1,南,9
28,7,3,0,1,1,1,1,南,11
10,18,3,0,9,9,9,0,南,7
4,17,3,0,3,3,3,0,南,2
5,8,3,0,1,1,9,1,南,1
15,15,3,0,1,1,1,3,南,8
3,14,3,0,1,2,2,3,南,2
10,21,3,0,1,1,1,3,南,10
1,9,3,0,2,2,2,2,南,0
14,13,3,0,2,2,9,0,南,8
14,14,3,0,3,3,3,3,南,6
58,20,3,0,1,1,1,1,南,13
6,20,3,0,1,1,1,3,南,9
21,8,3,0,2,2,2,2,南,6
6,12,3,0,1,1,3,3,南,10
30,16,3,0,1,1,2,2,南,8
13,13,3,0,1,1,2,1,南,3
13,13,3,0,1,1,1,2,南,17
13,9,3,0,1,1,1,3,南,0
4,14,3,0,2,2,2,1,南,3
13,10,3,0,3,3,3,2,南,7
5,10,3,0,2,3,3,3,南,6
2,8,3,0,1,1,1,1,南,2
6,12,3,0,3,3,3,2,南,1
14,8,3,0,3,3,3,2,南,0
7,12,3,0,1,1,1,2,南,3
24,14,3,0,2,2,2,2,南,4
6,10,3,0,1,1,3,1,南,5
9,11,3,0,1,9,9,1,南,3
9,8,3,0,3,3,9,1,南,3
14,8,3,0,1,1,1,3,南,5
4,4,3,0,9,9,9,1,南,0
2,3,3,0,1,1,1,1,南,0
4,10,3,0,2,2,2,2,南,6
13,13,3,0,1,1,1,2,南,11
14,11,3,0,2,2,2,3,南,8
0,6,3,0,9,9,1,1,南,1
13,19,3,0,1,1,2,1,南,8
8,12,3,0,1,1,1,3,南,3
14,12,3,0,1,1,1,3,南,10
14,9,3,0,1,1,1,3,南,3
22,13,3,0,1,1,1,1,南,8
24,12,3,0,1,1,1,1,南,4
24,17,3,0,1,1,1,1,南,18
3,10,3,0,1,1,1,1,南,0
3,10,3,0,1,1,1,1,南,0
4,20,3,0,1,1,1,3,南,8
7,14,3,0,1,1,9,3,南,7
22,14,3,0,2,3,3,2,南,9
18,3,3,0,1,1,2,1,北,1
30,6,3,0,1,2,2,3,北,10
10,18,3,0,1,1,1,1,北,1
1,24,3,0,1,1,1,2,北,1
16,15,3,0,1,1,1,3,北,8
14,14,3,0,9,9,1,1,北,12
2,16,3,0,1,1,1,1,北,7
4,12,3,0,1,2,2,1,北,3
14,13,3,0,1,1,2,3,北,7
30,11,3,0,2,2,3,3,北,14
2,13,3,0,1,1,3,3,北,0
14,13,3,0,1,1,2,2,北,15
7,17,3,0,1,1,1,2,北,5
59,24,3,0,1,1,1,2,北,3
9,26,3,0,2,1,1,3,北,1
3,8,3,0,2,2,2,1,北,1
10,8,3,0,2,2,2,3,北,8
8,6,3,0,1,1,1,1,北,9
2,11,2,0,1,1,2,2,東,5
29,12,2,0,1,1,2,2,東,5
8,9,2,0,2,3,3,1,東,7
8,9,2,0,2,3,3,1,東,1
8,8,2,0,2,3,3,1,東,5
29,18,2,0,2,2,2,0,東,13
9,9,2,0,1,1,2,3,東,20
14,18,2,0,1,1,2,3,東,5
11,16,2,0,1,1,2,3,東,9
14,13,2,0,1,1,2,1,東,1
1,10,2,0,1,1,1,1,東,0
29,11,2,0,2,2,2,1,東,3
5,10,2,0,1,1,1,2,東,5
14,9,2,0,1,1,1,0,東,10
2,5,2,0,2,2,2,1,東,0
7,15,2,0,1,1,3,2,東,2
4,13,2,0,2,2,2,1,東,2
3,11,2,0,2,2,2,1,東,0
8,6,2,0,1,1,1,2,東,0
3,4,2,0,1,1,9,1,東,3
15,11,2,0,2,2,2,1,東,14
9,10,2,0,1,1,1,1,東,10
1,4,2,0,2,2,2,2,東,0
5,6,2,0,9,9,2,2,東,2
28,10,2,0,1,1,1,2,東,1
30,13,2,0,1,1,1,2,東,0
89,12,2,0,1,1,1,2,東,1
5,24,2,0,2,2,2,1,東,12
6,3,2,0,2,2,9,1,東,0
4,9,2,0,2,2,2,1,東,3
2,8,2,0,9,9,9,1,東,0
11,6,2,0,1,2,3,3,東,4
0,11,2,0,9,9,9,0,東,4
0,5,2,0,9,9,9,1,東,0
4,9,2,0,2,2,9,2,東,0
15,12,2,0,1,2,1,3,東,8
15,14,2,0,1,2,1,3,東,6
15,13,2,0,1,2,1,3,東,0
14,12,2,0,9,9,9,1,東,2
13,17,2,0,2,2,2,2,東,4
15,11,2,0,2,2,2,2,東,3
3,4,2,0,1,9,1,1,東,1
8,22,2,0,1,1,1,1,東,14
3,14,2,0,3,3,3,2,東,0
8,18,2,0,1,1,1,1,東,7
5,13,2,0,2,2,1,2,東,18
45,11,2,0,1,1,1,1,東,2
8,13,2,0,3,2,3,3,東,0
0,5,2,0,2,2,2,2,東,1
14,10,2,0,1,1,2,2,東,14
14,10,2,0,1,1,1,0,東,9
10,5,2,0,9,9,9,1,東,1
2,16,2,0,1,1,3,3,東,4
7,22,2,0,1,1,1,3,東,10
28,12,2,0,1,1,1,1,東,18
14,11,2,0,3,3,3,3,東,3
9,18,2,0,2,2,9,2,東,0
5,10,2,0,9,9,9,2,東,2
3,7,2,0,2,2,2,1,東,2
28,18,2,0,1,1,1,1,東,1
2,8,2,0,2,2,2,1,東,0
6,17,2,0,1,1,1,1,東,4
4,16,2,0,1,1,1,1,東,6
6,13,2,0,1,1,1,1,東,7
4,12,2,0,1,1,1,1,東,3
9,6,2,0,1,1,2,1,東,5
1,13,2,0,1,1,1,1,東,0
10,11,2,0,2,1,2,1,東,5
6,2,2,0,3,3,3,1,東,0
3,5,2,0,1,2,1,2,東,0
11,9,2,0,1,1,3,3,東,10
28,6,2,0,1,1,3,3,東,4
22,11,2,0,1,1,2,1,東,11
6,11,2,0,2,2,2,0,東,9
15,6,2,0,1,1,2,1,東,1
2,20,2,0,1,1,1,2,東,0
23,14,2,0,2,2,2,2,東,9
2,10,2,0,1,1,1,3,東,0
9,13,2,0,3,3,3,0,東,0
3,16,2,0,3,3,3,0,東,0
15,20,2,0,1,1,1,3,東,0
15,16,2,0,1,1,1,3,東,1
9,17,2,0,1,1,2,3,東,0
7,11,2,0,1,1,2,2,東,0
3,9,2,0,1,2,1,2,東,0
3,10,2,0,2,1,1,1,東,0
1,19,2,0,1,1,2,2,東,2
2,11,2,0,1,1,2,2,東,3
15,9,2,0,1,3,3,2,東,5
3,12,2,0,2,2,2,1,東,1
28,12,2,0,2,2,2,1,東,3
4,10,2,0,3,3,3,2,東,0
13,10,2,0,3,3,3,2,東,0
2,8,2,0,1,1,1,2,東,3
13,7,2,0,1,1,2,2,東,9
14,7,2,0,2,2,9,1,東,0
5,12,2,0,2,2,9,1,東,0
15,7,2,0,2,2,9,1,東,0
12,11,2,0,1,1,2,3,東,7
6,7,2,0,9,1,2,2,東,4
15,15,2,0,1,2,2,2,東,5
15,15,2,0,1,9,9,2,東,7
4,9,2,0,2,2,2,2,東,0
28,3,2,0,1,1,9,0,東,3
22,16,2,0,1,1,1,1,東,9
15,7,2,0,3,9,3,2,東,5
30,16,2,0,1,1,3,2,東,9
4,2,2,0,9,9,9,0,東,5
1,8,2,0,2,2,9,2,東,1
14,6,2,0,1,1,1,1,東,14
9,17,2,0,1,1,1,3,東,9
6,19,2,0,1,1,1,3,東,11
1,9,2,0,1,1,1,3,東,0
9,9,2,0,1,1,1,3,東,1
7,6,2,0,1,1,1,2,東,0
12,17,2,0,1,1,3,3,東,9
28,11,2,0,1,1,1,2,東,5
15,14,2,0,1,1,1,2,東,0
29,15,2,0,1,1,1,2,東,5
2,14,2,0,1,1,3,2,東,0
4,5,2,0,2,2,2,1,東,0
15,4,2,0,2,2,2,1,東,0
28,5,2,0,2,2,2,1,東,1
4,4,2,0,2,2,2,1,東,2
1,9,2,0,1,2,2,1,東,1
7,4,2,0,3,9,9,1,東,12
15,17,2,0,2,2,2,1,東,3
30,17,2,0,2,2,2,2,東,8
13,4,2,0,1,1,1,2,東,11
13,7,2,0,1,1,1,3,東,6
14,7,2,0,1,1,1,3,東,2
29,11,2,0,1,3,1,2,東,7
30,10,2,0,1,1,1,3,東,3
2,4,2,0,1,1,1,1,東,0
4,17,2,0,1,1,1,2,東,3
45,8,2,0,1,1,1,1,東,10
15,8,2,0,1,1,1,3,東,15
10,6,2,0,1,1,1,3,東,7
14,18,2,0,1,1,2,1,東,7
12,18,2,0,1,2,2,1,東,12
3,10,2,0,1,1,2,1,東,2
7,14,2,0,3,3,3,2,東,9
8,9,2,0,2,3,3,2,東,8
9,7,2,0,2,3,3,2,東,3
6,13,2,0,2,2,2,1,東,6
3,9,2,0,1,1,1,1,東,0
7,6,2,0,1,1,1,1,東,3
17,6,2,0,1,1,1,1,東,2
18,6,2,0,1,1,1,1,東,2
12,6,2,0,1,1,1,1,東,2
15,12,2,0,2,2,2,1,東,9
14,14,2,0,2,2,2,1,東,4
11,4,2,0,2,2,2,1,東,7
15,11,2,0,3,3,3,1,東,2
10,16,2,0,1,1,1,2,東,11
6,16,2,0,1,1,1,1,東,0
8,4,2,0,1,1,2,1,東,0
45,21,2,0,2,2,2,3,東,6
24,9,2,0,2,2,2,3,東,10
30,20,2,0,2,2,2,3,東,10
6,14,2,0,2,2,2,1,東,4
19,9,2,0,1,1,2,2,東,0
2,7,2,0,1,9,9,1,東,0
44,8,2,0,3,3,3,0,東,12
28,20,2,0,2,2,2,1,東,10
15,5,2,0,1,1,1,2,東,3
6,16,2,0,1,1,1,1,東,8
14,12,2,0,1,1,2,1,東,6
13,14,2,0,9,9,9,3,東,3
17,16,2,0,3,9,9,2,東,5
6,4,2,0,1,1,9,1,東,0
5,9,2,0,1,1,2,1,東,7
4,16,2,0,2,2,3,1,東,5
13,13,2,0,2,2,2,3,東,10
2,6,2,0,1,1,2,1,東,0
4,5,2,0,1,2,1,2,東,5
6,9,2,0,3,3,9,1,東,7
11,4,2,0,2,3,3,1,東,0
29,19,2,0,2,2,9,1,東,2
28,21,2,0,1,1,2,2,東,9
4,12,2,0,1,1,1,1,東,0
5,12,2,0,1,1,2,3,東,2
18,4,2,0,2,2,9,1,東,3
11,10,2,0,1,1,2,2,東,6
7,7,2,0,1,1,2,3,東,0
2,4,2,0,1,1,2,2,東,3
2,4,2,0,1,1,2,1,東,1
5,8,2,0,1,1,2,2,東,4
6,7,2,0,1,1,2,2,東,0
8,5,2,0,1,1,1,2,東,1
14,7,2,0,2,2,2,1,東,1
30,18,2,0,3,3,3,1,東,11
19,16,2,0,2,2,3,3,東,2
3,8,2,0,9,9,9,2,東,0
8,4,2,0,1,1,1,1,東,3
8,12,2,0,1,1,1,3,東,0
4,12,2,0,9,1,9,3,東,0
3,6,2,0,1,1,2,2,東,0
7,8,2,0,2,2,2,3,東,3
3,2,2,0,2,2,2,2,東,0
13,18,2,0,1,1,1,2,東,3
13,10,2,0,1,1,9,1,東,0
8,12,2,0,1,1,9,1,東,8
10,24,2,0,2,2,2,2,西,7
6,16,2,0,1,1,1,2,西,9
2,7,2,0,2,2,1,2,西,1
7,21,2,0,2,2,2,3,西,7
9,21,2,0,2,2,2,3,西,2
9,7,2,0,1,1,1,2,西,7
12,10,2,0,1,1,1,1,西,9
8,9,2,0,1,1,1,2,西,4
2,11,2,0,1,1,1,2,西,3
15,13,2,0,3,3,3,1,西,4
29,11,2,0,1,1,1,1,西,6
9,5,2,0,1,1,1,1,西,0
15,11,2,0,1,1,1,1,西,6
7,15,2,0,2,1,2,1,西,3
13,5,2,0,2,2,9,0,西,1
14,6,2,0,2,2,2,1,西,10
8,4,2,0,2,3,2,1,西,7
4,3,2,0,2,3,3,1,西,0
15,5,2,0,1,2,2,1,西,4
8,6,2,0,1,1,1,1,西,2
13,7,2,0,2,2,2,2,西,1
8,8,2,0,2,2,2,2,西,0
4,5,2,0,2,2,2,2,西,2
13,6,2,0,2,2,2,2,西,0
4,6,2,0,2,2,3,1,西,3
2,4,2,0,9,9,2,1,西,0
5,5,2,0,3,3,3,1,西,0
29,23,2,0,1,1,2,1,西,15
8,10,2,0,1,1,1,2,西,1
7,19,2,0,1,1,1,2,西,11
7,5,2,0,1,1,1,2,西,11
4,20,2,0,1,1,1,2,西,6
15,17,2,0,1,1,1,2,西,5
0,2,2,0,9,9,9,2,西,1
5,5,2,0,1,1,1,2,西,16
22,6,2,0,1,1,1,2,西,13
7,6,2,0,9,1,1,2,西,0
3,8,2,0,2,2,2,0,西,0
5,13,2,0,1,2,2,1,西,0
7,11,2,0,1,1,1,1,西,6
14,7,2,0,3,3,3,1,西,4
9,13,2,0,1,1,2,2,西,5
4,11,2,0,1,1,3,2,西,0
15,11,2,0,1,1,3,2,西,4
10,9,2,0,2,2,2,3,西,9
7,14,2,0,2,2,2,2,西,13
7,13,2,0,1,1,1,3,西,9
6,6,2,0,1,1,2,2,西,7
7,15,2,0,9,9,9,0,西,7
23,11,2,0,1,1,1,1,西,0
15,9,2,0,1,1,1,2,西,6
30,17,2,0,1,1,1,2,西,15
15,16,2,0,1,1,1,2,西,14
11,9,2,0,1,2,2,2,西,3
6,8,2,0,1,2,2,2,西,8
5,14,2,0,2,2,2,3,西,12
7,16,2,0,1,1,1,2,西,1
2,4,2,0,1,1,1,0,西,2
2,9,2,0,1,1,1,1,西,8
10,6,2,0,3,3,9,1,西,1
2,6,2,0,3,3,1,0,西,1
2,7,2,0,1,1,1,1,西,0
4,7,2,0,1,1,1,1,西,0
14,7,2,0,1,9,1,1,西,0
17,11,2,0,2,2,2,3,西,10
2,10,2,0,1,1,1,1,西,7
6,9,2,0,1,1,1,1,西,6
5,7,2,0,2,2,2,1,西,2
15,10,2,0,1,1,1,2,西,8
13,9,2,0,1,1,1,2,西,5
13,14,2,0,9,1,9,1,西,29
12,15,2,0,2,2,2,1,西,4
8,7,2,0,2,2,2,1,西,7
5,20,2,0,3,3,3,3,西,2
8,14,2,0,2,2,2,1,西,8
4,14,2,0,2,2,2,1,西,0
29,10,2,0,1,1,1,1,西,7
2,4,2,0,9,9,9,1,西,2
3,3,2,0,2,2,2,2,西,6
13,16,2,0,2,2,2,3,西,5
6,15,2,0,2,2,1,1,西,5
5,12,2,0,1,2,3,2,西,9
14,13,2,0,2,2,2,3,西,26
0,7,2,0,9,9,9,1,西,14
10,19,2,0,9,9,9,1,西,7
16,17,2,0,2,2,2,1,西,15
28,17,2,0,2,2,2,1,西,17
13,13,2,0,1,1,1,2,西,7
13,4,2,0,3,3,3,1,西,0
7,8,2,0,1,1,1,1,西,8
